Customer_ID,Age,Gender,Annual_Income,Occupation,City,Membership_Level,Spending_Score,Purchase_Frequency,Average_Order_Value,Days_Since_Last_Purchase,Preferred_Category,Online_Visits,Discount_Usage,Returns_Count,Tenure_Years,Total_Spending,Payment_Method,Satisfaction_Score
3610,23,Male,64648,Business,Chicago,Gold,23,10,68.2,237,Sports,71,14,5,2,769.64,Debit Card,5
3611,44,Male,130192,Freelancer,Los Angeles,Silver,47,43,146.93,162,Beauty,87,5,2,6,7080.29,Credit Card,1
3612,40,Male,108498,Student,Seattle,Bronze,67,47,346.13,237,Beauty,100,5,10,1,18502.08,Debit Card,4
3613,44,Female,44764,Doctor,New York,Gold,3,35,48.09,105,Grocery,88,4,7,6,1928.92,Cash,8
3614,51,Male,47470,Retired,Boston,Silver,12,31,334.56,117,Fashion,92,18,10,11,9646.84,Debit Card,6
3615,63,Female,72207,Other,Dallas,Silver,23,15,451.4,231,Sports,25,26,6,14,6289.61,Net Banking,7
3616,55,Male,77157,Engineer,Los Angeles,Silver,11,11,484.99,75,Fashion,39,9,8,10,4985.88,Debit Card,1
3617,31,Male,149288,Doctor,Chicago,Bronze,52,9,116.15,4,Toys,49,8,0,1,1178.55,UPI,7
3618,53,Female,108778,Teacher,Seattle,Gold,50,2,376.96,217,Books,4,13,7,10,843.58,UPI,6
3619,70,Male,145016,Freelancer,New York,Platinum,57,44,463.92,281,Sports,52,21,3,4,16468.0,Debit Card,4
3620,25,Male,139288,Doctor,Dallas,Gold,64,30,54.77,332,Toys,83,4,6,15,1938.32,Credit Card,2
3621,52,Female,125573,Business,Chicago,Bronze,46,16,212.87,235,Home,68,26,6,9,3113.78,Debit Card,2
3622,36,Male,135730,Doctor,Dallas,Silver,29,48,460.51,322,Books,57,6,3,12,23219.79,Net Banking,7
3623,47,Male,79186,Business,Chicago,Gold,70,1,109.37,31,Books,13,16,7,9,115.49,Net Banking,3
3624,31,Male,19960,Other,Seattle,Silver,46,48,467.54,176,Grocery,65,22,12,12,18971.36,Net Banking,2
3625,37,Male,33781,Other,Phoenix,Silver,16,6,268.32,118,Books,63,16,11,14,1735.98,Credit Card,10
3626,66,Female,46126,Freelancer,Houston,Platinum,98,46,58.95,189,Toys,98,8,0,8,2748.12,UPI,3
3627,42,Male,121034,Engineer,Miami,Silver,51,11,230.44,101,Fashion,71,21,4,12,2647.29,Net Banking,10
3628,57,Female,32883,Freelancer,Phoenix,Silver,11,33,169.87,364,Grocery,25,22,3,8,5486.7,Net Banking,2
3629,41,Male,44782,Teacher,Houston,Bronze,11,17,148.28,78,Electronics,23,6,3,15,2827.65,Debit Card,3
3630,31,Female,71387,Student,Seattle,Bronze,63,34,275.32,321,Books,30,0,14,5,9866.97,UPI,5
3631,43,Male,48746,Engineer,Seattle,Bronze,53,46,246.96,138,Fashion,61,1,2,2,9964.8,Net Banking,10
3632,55,Female,81266,Engineer,Seattle,Platinum,89,40,246.16,335,Fashion,7,9,0,14,10841.77,Net Banking,10
3633,40,Male,15056,Other,Houston,Silver,58,25,53.19,225,Home,54,18,4,11,1331.11,Debit Card,10
3634,39,Female,46457,Student,New York,Silver,19,22,403.14,265,Fashion,17,7,7,3,7227.5,Debit Card,5
3635,65,Female,148315,Doctor,Los Angeles,Gold,32,26,245.91,332,Electronics,97,8,9,3,6124.73,Cash,7
3636,36,Male,147773,Freelancer,Houston,Silver,50,27,412.24,223,Books,60,14,5,8,10692.95,Debit Card,10
3637,63,Female,88839,Doctor,Boston,Silver,72,38,414.05,59,Toys,66,10,11,3,17630.99,Debit Card,3
3638,68,Male,95636,Doctor,Los Angeles,Bronze,55,9,165.4,263,Toys,38,23,0,3,1330.19,Cash,3
3639,20,Male,122697,Freelancer,Boston,Gold,76,37,12.13,47,Electronics,13,11,4,4,440.29,Net Banking,7
3640,59,Male,81483,Teacher,Chicago,Bronze,41,5,456.51,80,Books,52,21,5,5,1875.71,Debit Card,6
3641,36,Male,35505,Engineer,Miami,Bronze,99,18,382.74,296,Grocery,52,17,14,7,7940.46,Credit Card,6
3642,26,Male,48525,Business,Miami,Bronze,70,22,62.55,7,Toys,32,1,8,11,1345.18,Cash,4
3643,45,Female,111008,Student,Miami,Bronze,21,46,353.85,348,Electronics,86,29,15,0,18598.82,Cash,4
3644,37,Male,59348,Engineer,San Francisco,Bronze,26,12,19.81,248,Sports,9,28,8,4,254.57,Net Banking,2
3645,62,Male,22273,Doctor,Houston,Silver,1,44,23.6,243,Beauty,17,27,4,8,963.57,Debit Card,6
3646,24,Male,79236,Student,New York,Bronze,81,22,267.65,164,Fashion,82,14,2,9,6389.29,Credit Card,10
3647,31,Male,149607,Business,Chicago,Silver,99,6,57.06,346,Books,40,9,5,3,338.09,Net Banking,3
3648,26,Male,122157,Engineer,Seattle,Bronze,27,36,482.52,319,Grocery,91,6,10,7,16267.57,Debit Card,6
3649,36,Male,15908,Engineer,Houston,Bronze,50,27,447.98,186,Grocery,75,8,7,8,12907.93,Net Banking,3
3650,64,Female,123352,Teacher,Boston,Silver,66,47,328.41,248,Books,54,21,11,0,17129.05,Cash,3
3651,69,Female,110967,Engineer,Boston,Platinum,100,15,41.22,126,Grocery,54,16,10,7,664.95,Cash,1
3652,31,Male,103989,Engineer,Los Angeles,Gold,65,17,169.17,87,Grocery,28,13,11,7,2833.17,Debit Card,5
3653,55,Female,50079,Business,Seattle,Platinum,10,3,192.14,44,Fashion,72,30,11,15,520.92,Net Banking,2
3654,70,Male,126889,Business,San Francisco,Silver,95,10,245.63,281,Grocery,50,8,4,4,2761.27,Debit Card,10
3655,53,Male,64323,Student,Boston,Silver,37,25,92.76,245,Fashion,18,29,7,9,2176.75,UPI,2
3656,57,Male,104909,Doctor,Miami,Silver,69,21,292.98,217,Grocery,13,6,0,1,6430.57,Debit Card,9
3657,34,Male,61105,Business,Los Angeles,Silver,41,40,223.53,14,Grocery,33,14,7,11,7565.5,UPI,2
3658,47,Male,147957,Student,Phoenix,Bronze,46,9,474.18,255,Beauty,15,2,1,6,4677.79,Cash,2
3659,26,Female,16049,Engineer,Dallas,Silver,77,24,468.74,313,Books,86,1,6,13,13287.82,Credit Card,6
3660,50,Female,68281,Other,Los Angeles,Bronze,45,32,287.08,176,Sports,38,2,1,10,9000.21,Cash,10
3661,69,Female,58271,Student,Los Angeles,Silver,88,3,325.73,334,Electronics,94,30,2,10,996.09,Credit Card,1
3662,42,Female,81697,Other,Boston,Silver,27,33,77.52,214,Electronics,6,1,4,15,2966.94,Net Banking,8
3663,31,Male,51534,Student,Houston,Bronze,65,43,119.43,24,Electronics,45,12,9,4,5742.09,Credit Card,1
3664,28,Female,108034,Student,Seattle,Bronze,84,45,451.35,323,Sports,59,26,6,14,24066.45,Net Banking,9
3665,70,Male,73097,Other,Phoenix,Bronze,8,12,352.59,291,Fashion,98,25,8,11,3835.16,UPI,4
3666,52,Female,40037,Freelancer,Miami,Platinum,67,29,102.82,116,Electronics,83,12,11,4,2945.99,Net Banking,3
3667,58,Female,42278,Student,Houston,Bronze,49,21,289.4,79,Electronics,97,30,11,5,5969.57,Debit Card,7
3668,31,Female,114173,Other,Chicago,Bronze,96,39,468.03,174,Electronics,78,1,4,11,18056.78,Debit Card,8
3669,47,Female,53294,Business,Boston,Gold,89,34,179.13,231,Books,48,19,10,9,7096.86,Debit Card,5
3670,58,Male,88277,Retired,Seattle,Silver,89,33,101.05,314,Fashion,41,21,0,7,2941.85,Cash,3
3671,21,Female,19694,Retired,New York,Bronze,14,32,471.59,39,Sports,83,18,14,10,17474.62,Debit Card,4
3672,21,Female,73150,Retired,Miami,Bronze,62,20,236.02,170,Sports,79,8,10,0,4854.7,Net Banking,10
3673,45,Male,82470,Retired,Houston,Bronze,43,3,214.45,116,Home,74,4,14,2,652.83,Net Banking,6
3674,25,Male,36556,Freelancer,Miami,Bronze,27,4,141.11,183,Home,55,20,15,11,545.59,Net Banking,5
3675,19,Female,64086,Doctor,Seattle,Bronze,96,17,446.88,80,Fashion,61,30,2,15,7717.43,Debit Card,4
3676,58,Male,114468,Other,Chicago,Silver,27,50,424.35,70,Books,2,6,4,6,23791.52,UPI,3
3677,63,Male,48387,Student,Chicago,Gold,68,17,207.47,139,Beauty,2,24,11,15,3516.03,UPI,6
3678,39,Male,83602,Teacher,Miami,Silver,75,19,25.0,192,Grocery,85,12,2,13,527.44,Cash,7
3679,58,Female,17460,Retired,Chicago,Silver,48,4,228.86,170,Fashion,76,0,7,10,884.91,Net Banking,2
3680,33,Male,87356,Engineer,Houston,Bronze,67,29,98.62,100,Grocery,10,8,7,8,2497.22,Net Banking,6
3681,46,Female,69698,Retired,Miami,Bronze,25,17,79.94,69,Sports,76,1,14,9,1312.59,Cash,3
3682,66,Female,116746,Retired,Houston,Gold,64,22,202.62,173,Grocery,39,2,10,1,4855.88,Net Banking,10
3683,65,Female,31191,Engineer,Chicago,Bronze,24,2,58.55,188,Home,2,11,0,3,133.58,Credit Card,8
3684,47,Female,99631,Freelancer,San Francisco,Gold,9,42,479.16,214,Electronics,65,4,7,10,22311.27,Cash,2
3685,29,Male,25529,Engineer,Dallas,Silver,8,12,33.29,24,Grocery,66,25,13,3,379.42,Net Banking,5
3686,52,Female,47175,Engineer,New York,Gold,95,45,206.67,88,Home,87,11,3,10,9594.59,Cash,8
3687,28,Male,32675,Freelancer,Boston,Bronze,59,11,89.72,130,Grocery,92,3,10,6,931.83,Credit Card,9
3688,63,Female,61798,Engineer,Seattle,Bronze,17,40,347.52,195,Sports,81,20,5,4,15037.87,Credit Card,7
3689,67,Male,85910,Student,New York,Gold,43,29,48.62,318,Books,52,28,9,11,1374.14,Debit Card,9
3690,38,Female,145400,Retired,Houston,Gold,95,20,277.93,285,Books,85,25,14,10,6147.45,Net Banking,9
3691,38,Male,93678,Doctor,Dallas,Bronze,68,5,388.82,224,Beauty,44,20,7,4,1565.23,Credit Card,8
3692,22,Female,77821,Freelancer,Dallas,Platinum,4,25,475.53,348,Grocery,34,11,13,6,11128.13,Credit Card,7
3693,65,Female,27204,Teacher,San Francisco,Bronze,8,34,352.28,333,Books,73,4,1,11,13789.59,Credit Card,6
3694,37,Male,22394,Freelancer,Phoenix,Bronze,42,12,58.75,340,Sports,81,13,7,14,655.24,Debit Card,3
3695,54,Female,79814,Business,Phoenix,Silver,49,28,53.38,326,Toys,45,13,6,1,1431.72,Net Banking,8
3696,20,Female,48593,Teacher,Houston,Gold,6,34,368.48,148,Toys,32,9,3,7,13985.27,Cash,3
3697,61,Female,130064,Business,Dallas,Platinum,73,6,115.51,70,Electronics,5,25,11,5,580.68,Debit Card,9
3698,50,Male,68365,Other,San Francisco,Silver,42,19,229.15,128,Toys,78,9,4,4,4026.25,Net Banking,9
3699,70,Female,146515,Other,Boston,Bronze,72,12,488.54,289,Toys,89,4,5,14,6506.1,Credit Card,10
3700,26,Female,118700,Freelancer,Boston,Silver,32,25,411.75,86,Grocery,86,26,14,11,12175.52,Debit Card,10
3701,26,Male,112077,Business,New York,Bronze,15,13,424.83,17,Grocery,63,17,2,0,6147.61,UPI,9
3702,21,Male,149537,Teacher,Miami,Silver,82,17,431.78,42,Electronics,69,26,1,13,6378.43,UPI,4
3703,52,Male,83247,Student,Seattle,Silver,87,12,313.58,75,Toys,54,16,13,1,4267.23,Credit Card,9
3704,34,Male,69740,Freelancer,San Francisco,Bronze,69,3,374.53,333,Home,38,9,1,5,1112.7,Net Banking,2
3705,51,Male,42898,Freelancer,Miami,Silver,27,24,185.89,40,Books,9,10,14,5,4966.4,Net Banking,1
3706,41,Female,147991,Engineer,Chicago,Silver,97,8,499.24,361,Home,61,14,3,12,3577.52,Debit Card,8
3707,49,Female,77613,Freelancer,Boston,Gold,66,48,147.01,364,Home,95,23,15,10,6608.06,UPI,6
3708,18,Female,111707,Retired,Houston,Silver,59,36,299.1,279,Toys,21,18,6,8,12497.47,Net Banking,10
3709,25,Male,126777,Other,San Francisco,Bronze,28,26,148.21,279,Fashion,36,11,11,10,4486.66,Debit Card,9
3710,62,Female,62003,Retired,Dallas,Bronze,24,45,64.91,258,Beauty,1,15,0,15,2669.95,Debit Card,9
3711,40,Male,63478,Freelancer,Los Angeles,Bronze,51,8,288.12,328,Electronics,22,22,0,5,1921.0,UPI,3
3712,64,Male,74030,Other,Los Angeles,Bronze,21,32,183.14,23,Books,87,23,14,0,6866.17,Credit Card,2
3713,57,Female,148071,Other,Boston,Silver,31,32,295.78,295,Home,87,26,3,11,8709.29,Debit Card,7
3714,29,Male,67800,Student,San Francisco,Platinum,75,1,283.75,326,Electronics,15,11,8,6,240.63,Credit Card,5
3715,29,Male,20445,Engineer,Miami,Silver,50,3,275.71,108,Electronics,46,21,11,15,776.88,UPI,10
3716,63,Female,15246,Doctor,Miami,Silver,92,1,70.42,358,Fashion,65,29,13,11,64.28,Debit Card,6
3717,64,Male,46153,Business,San Francisco,Silver,40,15,225.69,288,Electronics,6,21,11,2,2817.37,Cash,5
3718,32,Male,20212,Teacher,Seattle,Bronze,68,50,407.88,317,Fashion,40,26,4,7,24340.15,UPI,4
3719,58,Female,149411,Doctor,Boston,Platinum,16,20,164.42,340,Beauty,35,18,0,5,3017.13,UPI,1
3720,36,Male,71238,Engineer,Chicago,Platinum,76,3,227.48,316,Fashion,81,24,2,2,620.31,Cash,4
3721,43,Male,68871,Retired,New York,Silver,86,15,251.98,348,Beauty,61,2,10,2,3658.64,UPI,10
3722,69,Female,115672,Retired,San Francisco,Bronze,99,37,432.74,26,Beauty,23,12,5,12,15465.85,Cash,3
3723,46,Female,49607,Retired,Seattle,Gold,63,21,331.24,125,Beauty,20,20,12,7,6771.92,Cash,3
3724,39,Female,67055,Student,Los Angeles,Bronze,56,42,59.1,315,Sports,28,21,14,5,2885.93,UPI,5
3725,57,Female,119509,Other,Miami,Gold,80,39,433.93,169,Toys,37,14,2,1,13946.37,Cash,1
3726,38,Male,142378,Retired,Houston,Gold,24,23,417.71,46,Beauty,82,30,10,2,11304.54,Cash,6
3727,68,Male,102687,Teacher,Boston,Bronze,99,40,379.29,342,Toys,7,28,5,11,16178.51,UPI,2
3728,55,Female,80078,Business,Miami,Platinum,28,35,238.37,180,Fashion,49,16,5,14,9002.08,Cash,1
3729,37,Male,149763,Freelancer,Chicago,Platinum,93,18,381.2,364,Sports,84,10,4,5,5922.53,Credit Card,8
3730,46,Male,149913,Freelancer,Seattle,Platinum,85,17,244.58,72,Books,24,24,9,13,3873.67,UPI,10
3731,68,Female,117652,Doctor,Los Angeles,Silver,89,31,370.95,121,Books,80,22,12,13,9439.76,UPI,3
3732,21,Female,78197,Business,Chicago,Bronze,31,48,441.25,352,Electronics,13,26,4,6,22476.89,Credit Card,6
3733,24,Male,70773,Engineer,New York,Silver,15,26,446.37,185,Toys,92,11,8,3,10862.16,Net Banking,2
3734,45,Female,133943,Business,Phoenix,Silver,42,22,232.74,323,Books,7,16,2,7,5225.25,Debit Card,5
3735,45,Female,42584,Student,Houston,Bronze,99,45,431.08,318,Electronics,15,21,15,2,21359.63,Cash,9
3736,21,Female,18338,Doctor,New York,Silver,50,36,59.71,81,Grocery,87,22,14,13,2195.59,Cash,7
3737,39,Male,77601,Doctor,Boston,Silver,86,35,59.89,29,Beauty,23,4,10,15,1736.87,Debit Card,4
3738,29,Female,51282,Student,Miami,Bronze,5,11,278.65,280,Books,95,28,9,5,2527.69,Cash,3
3739,62,Male,130447,Business,Dallas,Bronze,48,27,329.4,120,Grocery,69,4,6,6,10199.97,Cash,9
3740,20,Male,110798,Retired,Dallas,Bronze,13,34,84.97,352,Toys,91,6,12,15,2614.12,Credit Card,4
3741,39,Male,145963,Student,Los Angeles,Gold,32,18,241.37,354,Beauty,60,2,3,7,4105.2,Credit Card,5
3742,61,Female,123611,Retired,San Francisco,Silver,67,27,56.24,105,Books,10,2,1,10,1347.44,Credit Card,6
3743,19,Female,26158,Teacher,Miami,Bronze,79,4,305.03,311,Beauty,51,16,15,14,1317.18,Credit Card,10
3744,41,Female,25547,Student,Dallas,Platinum,91,17,429.0,129,Toys,64,29,9,3,6960.73,UPI,5
3745,51,Female,103713,Retired,Seattle,Bronze,91,6,371.44,204,Books,71,23,2,4,2189.71,Cash,9
3746,44,Female,17459,Business,Phoenix,Silver,30,42,195.36,52,Home,56,1,2,5,8777.72,Debit Card,1
3747,58,Male,78146,Retired,Los Angeles,Gold,6,11,496.96,296,Fashion,32,14,2,0,5735.66,Cash,6
3748,18,Male,118577,Student,Houston,Gold,25,5,334.84,278,Fashion,23,18,2,11,1857.92,UPI,4
3749,25,Male,122761,Engineer,New York,Bronze,28,18,409.47,188,Electronics,54,22,9,8,8104.03,UPI,4
3750,40,Female,118727,Freelancer,New York,Platinum,62,25,338.15,214,Sports,73,9,5,2,8250.5,Cash,3
3751,55,Male,65460,Student,Dallas,Platinum,22,10,494.81,30,Electronics,93,25,12,1,4338.21,Cash,5
3752,23,Male,97970,Freelancer,Los Angeles,Silver,68,41,412.47,257,Beauty,91,10,13,10,15038.99,Credit Card,8
3753,39,Female,30419,Student,Dallas,Silver,15,16,264.52,59,Home,85,23,5,6,4582.31,UPI,4
3754,42,Female,50577,Business,New York,Bronze,26,10,189.77,77,Sports,70,8,10,10,1716.5,Cash,7
3755,35,Male,17921,Teacher,Boston,Silver,63,10,344.26,22,Grocery,90,13,8,10,3360.6,Debit Card,8
3756,34,Male,55935,Teacher,Chicago,Silver,18,36,299.21,184,Beauty,84,23,7,13,9082.17,Debit Card,5
3757,29,Female,140534,Freelancer,Miami,Gold,73,21,318.38,34,Fashion,61,6,9,3,5675.75,Credit Card,10
3758,23,Female,87828,Other,Los Angeles,Silver,63,14,178.08,0,Electronics,79,9,15,3,2243.76,Credit Card,1
3759,43,Female,138649,Other,Seattle,Silver,62,8,220.08,104,Electronics,20,0,6,9,1468.26,Cash,8
3760,44,Female,104062,Business,Dallas,Bronze,68,1,283.47,175,Toys,53,0,14,14,257.91,Debit Card,10
3761,25,Male,70152,Retired,Dallas,Bronze,48,16,421.25,48,Grocery,15,13,11,8,6923.85,UPI,3
3762,36,Male,111491,Business,San Francisco,Bronze,50,26,383.83,167,Electronics,29,26,11,15,10956.66,Net Banking,4
3763,59,Female,101569,Other,Phoenix,Bronze,63,49,68.14,317,Electronics,70,7,12,6,2714.76,Debit Card,10
3764,18,Male,87467,Business,Houston,Silver,69,42,130.32,270,Books,80,13,1,8,5693.73,UPI,7
3765,46,Male,137537,Engineer,Dallas,Gold,6,6,23.06,157,Sports,65,6,9,0,130.79,Debit Card,9
3766,62,Female,68806,Doctor,Seattle,Silver,58,39,13.9,20,Beauty,62,17,1,2,482.82,Cash,4
3767,66,Male,146332,Other,Houston,Silver,51,50,119.94,104,Sports,70,24,13,9,4874.02,Net Banking,4
3768,52,Male,90992,Other,Phoenix,Silver,12,2,401.67,289,Sports,16,25,0,10,747.41,Net Banking,6
3769,57,Male,37320,Student,San Francisco,Bronze,95,9,453.33,120,Electronics,54,22,6,9,4552.72,Cash,9
3770,31,Female,93971,Business,Dallas,Bronze,47,5,201.97,191,Books,97,30,15,12,1021.98,Cash,4
3771,52,Female,63581,Business,Houston,Bronze,9,40,285.97,228,Beauty,7,8,6,11,12700.02,Credit Card,10
3772,65,Male,108645,Business,Houston,Gold,7,5,355.97,180,Electronics,60,26,0,13,1717.45,UPI,8
3773,62,Female,35754,Teacher,Boston,Bronze,29,47,476.94,351,Home,10,14,5,5,25493.96,UPI,3
3774,37,Female,84837,Business,Houston,Bronze,78,8,457.34,224,Books,53,0,10,13,3147.02,Credit Card,2
3775,66,Female,138746,Other,New York,Silver,51,5,38.02,233,Home,8,10,13,15,214.44,UPI,4
3776,30,Male,129780,Student,Phoenix,Platinum,84,5,131.6,265,Books,85,18,11,10,651.68,Net Banking,4
3777,55,Male,102081,Retired,Seattle,Silver,55,17,34.08,345,Electronics,90,9,6,12,636.37,Debit Card,7
3778,66,Female,39016,Retired,San Francisco,Gold,96,9,312.11,313,Sports,37,17,13,0,2517.33,Net Banking,7
3779,63,Male,75522,Business,Phoenix,Silver,59,34,358.14,364,Home,82,21,0,13,12109.33,Credit Card,9
3780,66,Male,135896,Student,Chicago,Silver,56,33,161.06,217,Fashion,4,25,11,4,5809.89,UPI,10
3781,25,Male,127099,Engineer,New York,Gold,22,22,428.39,210,Home,84,3,5,13,9363.34,UPI,2
3782,60,Male,119429,Retired,San Francisco,Gold,100,21,231.88,98,Fashion,83,17,9,3,4787.87,Debit Card,4
3783,37,Male,16924,Other,Chicago,Bronze,18,43,499.21,108,Books,97,17,8,13,24133.49,Debit Card,3
3784,50,Female,100015,Doctor,Houston,Bronze,58,15,10.2,344,Sports,23,21,11,3,132.34,Debit Card,3
3785,43,Male,119987,Teacher,Phoenix,Bronze,40,1,63.65,252,Sports,9,24,0,13,63.02,Net Banking,7
3786,56,Male,69333,Student,Seattle,Silver,89,7,157.88,11,Electronics,38,21,15,13,1247.67,Credit Card,10
3787,38,Male,141372,Retired,San Francisco,Gold,31,23,22.5,117,Beauty,45,19,1,11,588.97,Credit Card,6
3788,70,Female,146378,Retired,Miami,Bronze,56,47,393.35,87,Home,45,11,1,6,15664.59,Credit Card,3
3789,66,Female,103495,Freelancer,Chicago,Bronze,35,6,35.86,343,Electronics,18,30,15,15,245.3,Net Banking,8
3790,59,Female,84767,Engineer,Boston,Gold,26,20,377.0,208,Electronics,46,8,9,13,6068.65,Cash,8
3791,60,Male,119332,Doctor,New York,Silver,68,26,35.76,129,Grocery,2,17,2,4,1061.99,UPI,7
3792,58,Female,54426,Doctor,New York,Silver,84,42,133.84,328,Electronics,48,5,13,6,5092.36,Net Banking,9
3793,26,Female,21336,Doctor,Boston,Gold,34,12,422.23,182,Beauty,17,22,3,0,5225.18,Credit Card,3
3794,41,Female,127200,Other,New York,Silver,76,13,476.04,82,Electronics,16,28,6,10,4974.65,Net Banking,5
3795,54,Female,32256,Student,Los Angeles,Silver,16,47,213.12,253,Toys,45,18,15,13,10944.15,Net Banking,6
3796,66,Male,48719,Engineer,Los Angeles,Bronze,42,49,485.27,4,Sports,48,19,2,14,23127.29,Cash,9
3797,58,Female,57017,Business,San Francisco,Bronze,5,13,317.17,302,Beauty,24,22,6,8,4693.53,Debit Card,4
3798,34,Female,60704,Freelancer,Miami,Silver,61,2,213.76,23,Home,95,24,4,7,437.01,Credit Card,5
3799,41,Male,45013,Engineer,Seattle,Silver,44,32,403.37,120,Sports,65,14,4,6,14635.72,Net Banking,9
3800,38,Male,94991,Engineer,Houston,Platinum,35,50,154.71,94,Books,92,4,6,14,8081.01,Debit Card,4
3801,68,Female,85258,Retired,Los Angeles,Platinum,91,31,140.24,223,Grocery,33,10,6,9,4775.0,UPI,2
3802,56,Male,93348,Engineer,Chicago,Gold,1,11,331.71,238,Grocery,4,12,6,1,4010.74,UPI,9
3803,58,Female,25060,Student,Boston,Bronze,98,37,201.34,226,Beauty,1,1,8,10,6694.67,UPI,3
3804,56,Male,64923,Freelancer,Phoenix,Platinum,43,4,76.6,141,Home,33,7,0,5,315.87,Net Banking,6
3805,30,Male,93563,Student,Miami,Silver,32,34,42.81,50,Books,74,24,0,13,1673.21,Net Banking,9
3806,28,Female,104779,Freelancer,Seattle,Bronze,63,16,396.04,144,Fashion,62,26,14,3,7296.96,Cash,3
3807,63,Male,114704,Freelancer,Chicago,Gold,33,31,341.2,337,Books,3,10,2,2,10089.41,Credit Card,8
3808,36,Female,144157,Retired,Miami,Bronze,95,25,211.78,327,Fashion,45,17,15,12,4923.66,Debit Card,9
3809,28,Male,125234,Student,Boston,Bronze,77,39,449.15,306,Beauty,21,25,5,7,18595.66,UPI,3
3810,30,Female,76687,Freelancer,Chicago,Gold,66,8,211.32,51,Beauty,64,9,1,13,1878.88,Debit Card,3
3811,63,Male,51491,Engineer,Boston,Silver,30,8,358.04,11,Books,73,0,8,3,2332.09,Cash,4
3812,62,Male,87115,Student,Seattle,Bronze,10,34,455.47,336,Books,57,3,0,2,12967.54,UPI,1
3813,18,Male,132935,Freelancer,New York,Silver,23,15,421.95,94,Sports,40,28,13,10,7034.92,Debit Card,2
3814,57,Male,98778,Other,Houston,Platinum,97,5,260.44,128,Grocery,62,16,4,14,1269.28,Credit Card,1
3815,61,Male,35448,Doctor,Houston,Silver,39,19,343.51,10,Toys,43,16,6,4,6964.37,Credit Card,3
3816,36,Female,66550,Student,Dallas,Bronze,45,10,212.7,271,Toys,88,4,9,12,2399.57,Cash,6
3817,29,Male,64294,Retired,Los Angeles,Bronze,29,9,327.13,356,Beauty,46,22,2,8,3246.6,Debit Card,8
3818,25,Female,36446,Other,San Francisco,Bronze,30,29,136.2,91,Electronics,72,2,13,9,4439.13,Cash,5
3819,25,Female,91579,Other,Phoenix,Platinum,34,40,223.02,8,Sports,24,6,1,2,8970.33,Cash,8
3820,70,Female,129679,Teacher,Boston,Silver,52,37,112.68,122,Grocery,24,4,12,14,3598.44,Cash,6
3821,62,Male,100615,Student,Dallas,Silver,81,19,28.71,263,Sports,10,9,2,8,539.71,Net Banking,1
3822,29,Female,32101,Other,Dallas,Silver,22,13,298.38,280,Grocery,99,26,14,3,4597.77,Credit Card,3
3823,65,Male,43016,Student,Dallas,Gold,5,46,433.57,118,Electronics,68,23,11,11,18392.19,Net Banking,2
3824,50,Female,105481,Student,Boston,Silver,11,40,22.53,189,Grocery,57,6,6,9,872.1,Net Banking,6
3825,62,Female,67802,Freelancer,Seattle,Silver,86,16,106.05,278,Sports,44,16,14,3,1876.96,Credit Card,8
3826,43,Female,22549,Student,Boston,Bronze,32,30,235.49,299,Books,73,28,0,1,5866.45,Cash,6
3827,56,Female,62842,Teacher,Houston,Bronze,24,5,336.29,55,Toys,75,16,7,11,1854.33,Debit Card,4
3828,45,Female,61539,Business,Boston,Platinum,11,33,93.9,195,Grocery,48,6,2,7,2818.84,Cash,4
3829,22,Male,48717,Student,Seattle,Platinum,11,19,37.78,22,Sports,77,5,4,3,651.01,Cash,9
3830,25,Female,130042,Doctor,Miami,Platinum,17,19,264.33,264,Beauty,27,8,9,2,5187.85,Net Banking,1
3831,42,Female,142922,Teacher,Houston,Platinum,32,17,411.17,244,Toys,30,7,10,12,6305.68,Debit Card,2
3832,44,Male,107447,Business,New York,Gold,83,24,27.27,259,Electronics,46,28,4,2,691.43,Credit Card,4
3833,63,Male,98402,Freelancer,Chicago,Silver,27,28,181.19,230,Sports,12,13,5,0,5903.01,UPI,3
3834,40,Male,57607,Student,New York,Gold,32,42,335.12,209,Toys,60,21,6,7,13538.13,Credit Card,9
3835,47,Female,27823,Business,San Francisco,Silver,61,37,74.06,161,Fashion,19,5,10,12,3226.39,Debit Card,5
3836,62,Female,44986,Doctor,New York,Bronze,25,22,125.61,353,Fashion,68,8,0,10,3252.28,Credit Card,8
3837,64,Female,136682,Teacher,Houston,Bronze,64,39,272.39,169,Home,54,27,5,4,9380.59,Net Banking,4
3838,40,Female,79325,Teacher,New York,Platinum,64,16,477.08,338,Home,34,19,1,4,7425.0,Debit Card,4
3839,66,Female,142925,Freelancer,Los Angeles,Bronze,28,35,150.8,289,Grocery,87,24,13,12,6312.73,UPI,10
3840,64,Female,72771,Freelancer,New York,Gold,40,27,248.89,226,Beauty,90,10,9,3,5721.41,UPI,3
3841,37,Male,69973,Freelancer,Phoenix,Bronze,91,12,205.97,360,Beauty,7,10,2,12,2447.27,Debit Card,9
3842,35,Male,54107,Business,San Francisco,Bronze,14,46,449.72,362,Fashion,82,7,13,15,20123.42,Credit Card,10
3843,35,Female,72888,Student,Chicago,Bronze,42,28,45.23,42,Grocery,42,2,4,11,1423.48,UPI,2
3844,19,Female,25956,Engineer,Seattle,Bronze,39,1,287.41,194,Toys,68,10,0,13,248.56,Debit Card,3
